"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient forename is invalid","2373","Verify that the POST Create API will fail if patient forename is invalid","features.APITests.steps","Thu Jan 08 09:03:20 UTC 2026","passed","Thu Jan 08 09:03:22 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient forename is invalid","6354","Verify that the POST Create API will fail if patient forename is invalid","features.APITests.steps","Thu Jan 08 09:03:03 UTC 2026","passed","Thu Jan 08 09:03:10 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","1889","Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","features.APITests.steps","Thu Jan 08 09:02:13 UTC 2026","passed","Thu Jan 08 09:02:15 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are mapped to correct instance of coding.display fields in imms delta table","2962","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are mapped to correct instance of coding.display fields in imms delta table","features.APITests.steps","Thu Jan 08 09:01:46 UTC 2026","passed","Thu Jan 08 09:01:49 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3440","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 08 09:05:12 UTC 2026","passed","Thu Jan 08 09:05:15 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Verify that the Read method of API will be successful and fetch valid imms event detail","3329","Verify that the Read method of API will be successful and fetch valid imms event detail","features.APITests.steps","Thu Jan 08 09:04:19 UTC 2026","passed","Thu Jan 08 09:04:23 UTC 2026","","Read the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date to is invalid","2323","Verify that Search API will throw error if date to is invalid","features.APITests.steps","Thu Jan 08 09:06:53 UTC 2026","passed","Thu Jan 08 09:06:55 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3232","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Jan 08 09:01:19 UTC 2026","passed","Thu Jan 08 09:01:22 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","1740","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Thu Jan 08 09:02:46 UTC 2026","passed","Thu Jan 08 09:02:48 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1775","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Thu Jan 08 09:03:52 UTC 2026","passed","Thu Jan 08 09:03:54 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","9138","Scenario Outline name: Verify that the Update API will be fails if expiration date has invalid formatted date","features.APITests.steps","Thu Jan 08 09:08:43 UTC 2026","passed","Thu Jan 08 09:08:52 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","2293","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Thu Jan 08 09:06:29 UTC 2026","passed","Thu Jan 08 09:06:32 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","1859","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Thu Jan 08 09:02:31 UTC 2026","passed","Thu Jan 08 09:02:33 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/delete.feature: Verify that the Delete event request will fail with unauthorized access for MAVIS supplier","3859","Verify that the Delete event request will fail with unauthorized access for MAVIS supplier","features.APITests.steps","Thu Jan 08 09:04:08 UTC 2026","passed","Thu Jan 08 09:04:12 UTC 2026","","Delete an immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3248","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 08 09:05:18 UTC 2026","passed","Thu Jan 08 09:05:21 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for invalid but Mod11 compliant NHS Number","4059","Verify that the POST Create API for invalid but Mod11 compliant NHS Number","features.APITests.steps","Thu Jan 08 09:02:07 UTC 2026","passed","Thu Jan 08 09:02:11 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3208","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Jan 08 09:01:22 UTC 2026","passed","Thu Jan 08 09:01:25 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","3040","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Thu Jan 08 09:02:26 UTC 2026","passed","Thu Jan 08 09:02:29 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","1816","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Thu Jan 08 09:02:54 UTC 2026","passed","Thu Jan 08 09:02:55 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Empty search response will be received when no record is found for the given identifier in search request","1795","Empty search response will be received when no record is found for the given identifier in search request","features.APITests.steps","Thu Jan 08 09:07:29 UTC 2026","passed","Thu Jan 08 09:07:31 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error supplier is not authorized to make Search","2362","Verify that Search API will throw error supplier is not authorized to make Search","features.APITests.steps","Thu Jan 08 09:07:03 UTC 2026","passed","Thu Jan 08 09:07:05 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","2204","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Thu Jan 08 09:02:57 UTC 2026","passed","Thu Jan 08 09:02:59 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","3179","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 08 09:05:52 UTC 2026","passed","Thu Jan 08 09:05:55 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","9434","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Thu Jan 08 09:03:43 UTC 2026","passed","Thu Jan 08 09:03:52 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3251","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Jan 08 09:01:25 UTC 2026","passed","Thu Jan 08 09:01:28 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are blank in imms delta table if no text or value string or display field is present","3262","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are blank in imms delta table if no text or value string or display field is present","features.APITests.steps","Thu Jan 08 09:01:57 UTC 2026","passed","Thu Jan 08 09:02:00 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if Disease Type is invalid","2266","Verify that Search API will throw error if Disease Type is invalid","features.APITests.steps","Thu Jan 08 09:06:27 UTC 2026","passed","Thu Jan 08 09:06:29 UTC 2026","","Search the immunization of a patient","",""
