"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4648","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:10 UTC 2025","passed","Thu Nov 06 21:33:14 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4482","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:02 UTC 2025","passed","Thu Nov 06 21:33:07 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3474","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Nov 06 21:32:25 UTC 2025","passed","Thu Nov 06 21:32:28 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3811","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:32:59 UTC 2025","passed","Thu Nov 06 21:33:02 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3584","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:32:47 UTC 2025","passed","Thu Nov 06 21:32:50 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","3017","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:36 UTC 2025","passed","Thu Nov 06 21:33:39 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3051","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Nov 06 21:32:38 UTC 2025","passed","Thu Nov 06 21:32:41 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","2985","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Nov 06 21:32:41 UTC 2025","passed","Thu Nov 06 21:32:44 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3339","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Nov 06 21:32:12 UTC 2025","passed","Thu Nov 06 21:32:15 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2807","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:34 UTC 2025","passed","Thu Nov 06 21:33:36 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","3568","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:49 UTC 2025","passed","Thu Nov 06 21:33:52 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3055","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:24 UTC 2025","passed","Thu Nov 06 21:33:27 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","3007","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:43 UTC 2025","passed","Thu Nov 06 21:33:46 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2729","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Nov 06 21:33:55 UTC 2025","passed","Thu Nov 06 21:33:58 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","6146","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Nov 06 21:32:28 UTC 2025","passed","Thu Nov 06 21:32:34 UTC 2025","","Create the immunization event for a patient","",""
