"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/delete.feature: Verify that the Delete event is not coming in Post Search API response","8912","Verify that the Delete event is not coming in Post Search API response","features.APITests.steps","Mon Nov 17 08:04:01 UTC 2025","passed","Mon Nov 17 08:04:10 UTC 2025","","Delete an immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that update will be successful when request is triggered by other supplier with authorize permission","6716","Verify that update will be successful when request is triggered by other supplier with authorize permission","features.APITests.steps","Mon Nov 17 08:08:52 UTC 2025","passed","Mon Nov 17 08:08:59 UTC 2025","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4347","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Nov 17 08:05:05 UTC 2025","passed","Mon Nov 17 08:05:09 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","3530","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Mon Nov 17 08:06:48 UTC 2025","passed","Mon Nov 17 08:06:52 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if nhs number is invalid","2564","Verify that the POST Create API will fail if nhs number is invalid","features.APITests.steps","Mon Nov 17 08:03:06 UTC 2025","passed","Mon Nov 17 08:03:08 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","4235","Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Mon Nov 17 08:09:17 UTC 2025","passed","Mon Nov 17 08:09:22 UTC 2025","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4329","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Nov 17 08:05:45 UTC 2025","passed","Mon Nov 17 08:05:50 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","2558","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Mon Nov 17 08:03:01 UTC 2025","passed","Mon Nov 17 08:03:03 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","4171","Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Mon Nov 17 08:09:13 UTC 2025","passed","Mon Nov 17 08:09:17 UTC 2025","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","2574","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Mon Nov 17 08:03:44 UTC 2025","passed","Mon Nov 17 08:03:47 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","2575","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Mon Nov 17 08:03:42 UTC 2025","passed","Mon Nov 17 08:03:44 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","3329","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Mon Nov 17 08:06:35 UTC 2025","passed","Mon Nov 17 08:06:38 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4406","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Nov 17 08:05:58 UTC 2025","passed","Mon Nov 17 08:06:03 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","4460","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Mon Nov 17 08:09:55 UTC 2025","passed","Mon Nov 17 08:09:59 UTC 2025","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","4182","Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","features.APITests.steps","Mon Nov 17 08:09:51 UTC 2025","passed","Mon Nov 17 08:09:55 UTC 2025","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4367","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Nov 17 08:05:41 UTC 2025","passed","Mon Nov 17 08:05:45 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are blank in imms delta table if no text or value string or display field is present","4902","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are blank in imms delta table if no text or value string or display field is present","features.APITests.steps","Mon Nov 17 08:01:49 UTC 2025","passed","Mon Nov 17 08:01:54 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both date from and date to are invalid","3672","Verify that Search API will throw error if both date from and date to are invalid","features.APITests.steps","Mon Nov 17 08:07:39 UTC 2025","passed","Mon Nov 17 08:07:42 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the update request will fail for invalid Etag value","2494","Verify that the update request will fail for invalid Etag value","features.APITests.steps","Mon Nov 17 08:10:16 UTC 2025","passed","Mon Nov 17 08:10:19 UTC 2025","","Update the immunization of a patient","",""
