"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are mapped to respective text fields in imms delta table","3381","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are mapped to respective text fields in imms delta table","features.APITests.steps","Tue Dec 16 09:26:57 UTC 2025","passed","Tue Dec 16 09:27:01 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","2658","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Tue Dec 16 09:27:36 UTC 2025","passed","Tue Dec 16 09:27:39 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid","1906","Verify that the POST Create API will fail if patient surname is invalid","features.APITests.steps","Tue Dec 16 09:28:46 UTC 2025","passed","Tue Dec 16 09:28:48 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","2010","Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","features.APITests.steps","Tue Dec 16 09:27:27 UTC 2025","passed","Tue Dec 16 09:27:29 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","1925","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Tue Dec 16 09:27:51 UTC 2025","passed","Tue Dec 16 09:27:53 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid","2514","Verify that Search API will throw error if NHS Number is invalid","features.APITests.steps","Tue Dec 16 09:31:43 UTC 2025","passed","Tue Dec 16 09:31:46 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier","3484","Flu event is created and search post request fetch the only one record matched with identifier","features.APITests.steps","Tue Dec 16 09:32:51 UTC 2025","passed","Tue Dec 16 09:32:55 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that update will be successful when request is triggered by other supplier with authorize permission","6615","Verify that update will be successful when request is triggered by other supplier with authorize permission","features.APITests.steps","Tue Dec 16 09:33:30 UTC 2025","passed","Tue Dec 16 09:33:36 UTC 2025","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date","1987","Verify that the POST Create API will fail if recorded has future or invalid formatted date","features.APITests.steps","Tue Dec 16 09:27:53 UTC 2025","passed","Tue Dec 16 09:27:55 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that VACCINATION_PROCEDURE_TERM, VACCINE_PRODUCT_TERM, SITE_OF_VACCINATION_TERM, ROUTE_OF_VACCINATION_TERM fields are blank in imms delta table if no text or value string or display field is present","3807","Verify that VACCINATION PROCEDURE TERM, VACCINE PRODUCT TERM, SITE OF VACCINATION TERM, ROUTE OF VACCINATION TERM fields are blank in imms delta table if no text or value string or display field is present","features.APITests.steps","Tue Dec 16 09:27:11 UTC 2025","passed","Tue Dec 16 09:27:15 UTC 2025","","Create the immunization event for a patient","",""
