"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","12572","Verify that the POST Create API for different vaccine types","features.APITests.steps","Mon Dec 22 16:42:55 UTC 2025","passed","Mon Dec 22 16:43:08 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/delete.feature: Verify that the Delete event is not coming in Post Search API response","4631","Verify that the Delete event is not coming in Post Search API response","features.APITests.steps","Mon Dec 22 16:47:17 UTC 2025","passed","Mon Dec 22 16:47:21 UTC 2025","","Delete an immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both NHS Number and Disease Type are invalid","2597","Verify that Search API will throw error if both NHS Number and Disease Type are invalid","features.APITests.steps","Mon Dec 22 16:50:39 UTC 2025","passed","Mon Dec 22 16:50:41 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid","2104","Verify that the POST Create API will fail if patient surname is invalid","features.APITests.steps","Mon Dec 22 16:46:45 UTC 2025","passed","Mon Dec 22 16:46:47 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error supplier is not authorized to make Search","2596","Verify that Search API will throw error supplier is not authorized to make Search","features.APITests.steps","Mon Dec 22 16:51:16 UTC 2025","passed","Mon Dec 22 16:51:19 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","3705","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Mon Dec 22 16:48:08 UTC 2025","passed","Mon Dec 22 16:48:11 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/delete.feature: Verify that the Delete event is not coming in Get Search API response","5269","Verify that the Delete event is not coming in Get Search API response","features.APITests.steps","Mon Dec 22 16:47:11 UTC 2025","passed","Mon Dec 22 16:47:17 UTC 2025","","Delete an immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","1932","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Mon Dec 22 16:46:25 UTC 2025","passed","Mon Dec 22 16:46:27 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the update request will fail for invalid Etag value","2002","Verify that the update request will fail for invalid Etag value","features.APITests.steps","Mon Dec 22 16:53:19 UTC 2025","passed","Mon Dec 22 16:53:21 UTC 2025","","Update the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier and _elements with correct version id","10993","Flu event is created and search post request fetch the only one record matched with identifier and  elements with correct version id","features.APITests.steps","Mon Dec 22 16:51:36 UTC 2025","passed","Mon Dec 22 16:51:47 UTC 2025","","Search the immunization of a patient","",""
