"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if performer is invalid in batch file","124772","verify that vaccination record will be get successful if performer is invalid in batch file","features.batchTests.Steps","Wed Nov 12 15:50:42 UTC 2025","failed","Wed Nov 12 15:52:47 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/batch_file_validation.feature: verify that vaccination file will be rejected if file delimiter is invalid","55083","verify that vaccination file will be rejected if file delimiter is invalid","features.batchTests.Steps","Wed Nov 12 15:36:17 UTC 2025","passed","Wed Nov 12 15:37:12 UTC 2025","","Validate the file level and columns validations for vaccination batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/batch_file_validation.feature: verify that vaccination file will be rejected if file name format is invalid","19330","verify that vaccination file will be rejected if file name format is invalid","features.batchTests.Steps","Wed Nov 12 15:29:09 UTC 2025","passed","Wed Nov 12 15:29:28 UTC 2025","","Validate the file level and columns validations for vaccination batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/batch_file_validation.feature: verify that vaccination file will be rejected if file name format is invalid","19620","verify that vaccination file will be rejected if file name format is invalid","features.batchTests.Steps","Wed Nov 12 15:29:47 UTC 2025","passed","Wed Nov 12 15:30:07 UTC 2025","","Validate the file level and columns validations for vaccination batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if recorded_date is invalid in batch file","124908","verify that vaccination record will be get rejected if recorded date is invalid in batch file","features.batchTests.Steps","Wed Nov 12 15:42:22 UTC 2025","failed","Wed Nov 12 15:44:27 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/batch_file_validation.feature: verify that vaccination file will be rejected if one of mandatory column is missing","60350","verify that vaccination file will be rejected if one of mandatory column is missing","features.batchTests.Steps","Wed Nov 12 15:34:17 UTC 2025","passed","Wed Nov 12 15:35:17 UTC 2025","","Validate the file level and columns validations for vaccination batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/batch_file_validation.feature: verify that vaccination file will be rejected if file name format is invalid","21509","verify that vaccination file will be rejected if file name format is invalid","features.batchTests.Steps","Wed Nov 12 15:28:28 UTC 2025","passed","Wed Nov 12 15:28:49 UTC 2025","","Validate the file level and columns validations for vaccination batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","124693","verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","features.batchTests.Steps","Wed Nov 12 15:46:32 UTC 2025","failed","Wed Nov 12 15:48:37 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","58670","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Wed Nov 12 15:39:19 UTC 2025","passed","Wed Nov 12 15:40:18 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that vaccination record will be get rejected if date_and_time is invalid in batch file","124668","Verify that vaccination record will be get rejected if date and time is invalid in batch file","features.batchTests.Steps","Wed Nov 12 15:40:18 UTC 2025","failed","Wed Nov 12 15:42:22 UTC 2025","","Create the immunization event for a patient through batch file","",""
