"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 20 15:07:48 GMT 2025","Mon Oct 20 15:07:50 GMT 2025","1578","features.APITests.steps","Create the immunization event for a patient","","","","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date"
"passed","Mon Oct 20 15:18:00 GMT 2025","Mon Oct 20 15:18:41 GMT 2025","40879","features.batchTests.Steps","Create the immunization event for a patient through batch file","","","","verify that vaccination record will be get successful if performer is invalid in batch file","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if performer is invalid in batch file"
"passed","Mon Oct 20 15:07:55 GMT 2025","Mon Oct 20 15:07:57 GMT 2025","1651","features.APITests.steps","Create the immunization event for a patient","","","","Verify that the POST Create API will fail if recorded has future or invalid formatted date","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date"
"passed","Mon Oct 20 15:11:18 GMT 2025","Mon Oct 20 15:11:21 GMT 2025","2089","features.APITests.steps","Search the immunization of a patient","","","","Verify that Search API will throw error if both NHS Number and Disease Type are invalid","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if both NHS Number and Disease Type are invalid"
"passed","Mon Oct 20 15:13:09 GMT 2025","Mon Oct 20 15:13:12 GMT 2025","3557","features.APITests.steps","Update the immunization of a patient","","","","Scenario Outline name: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if patient's date of birth has future or invalid formatted date"
"passed","Mon Oct 20 15:11:25 GMT 2025","Mon Oct 20 15:11:27 GMT 2025","2164","features.APITests.steps","Search the immunization of a patient","","","","Verify that Search API will throw error if date from is invalid","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid"
"passed","Mon Oct 20 15:10:35 GMT 2025","Mon Oct 20 15:10:38 GMT 2025","2932","features.APITests.steps","Search the immunization of a patient","","","","Verify that the POST method of Search API will be successful with all the valid parameters","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters"
"passed","Mon Oct 20 15:10:51 GMT 2025","Mon Oct 20 15:10:53 GMT 2025","2062","features.APITests.steps","Search the immunization of a patient","","","","Verify that Search API will throw error if NHS Number is invalid","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid"
"passed","Mon Oct 20 15:10:57 GMT 2025","Mon Oct 20 15:10:59 GMT 2025","2106","features.APITests.steps","Search the immunization of a patient","","","","Verify that Search API will throw error if NHS Number is invalid","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that Search API will throw error if NHS Number is invalid"
"passed","Mon Oct 20 15:08:00 GMT 2025","Mon Oct 20 15:08:02 GMT 2025","2176","features.APITests.steps","Create the immunization event for a patient","","","","Verify that the POST Create API will fail if recorded has future or invalid formatted date","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if recorded has future or invalid formatted date"
"passed","Mon Oct 20 15:12:29 GMT 2025","Mon Oct 20 15:12:33 GMT 2025","3760","features.APITests.steps","Update the immunization of a patient","","","","Verify that the Update API will be successful with invalid but Mod11 compliant NHS Number","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/update.feature: Verify that the Update API will be successful with invalid but Mod11 compliant NHS Number"
"passed","Mon Oct 20 15:09:24 GMT 2025","Mon Oct 20 15:09:29 GMT 2025","4527","features.APITests.steps","Read the immunization of a patient","","","","Verify that the Read method of API will be successful and fetch valid imms event detail","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/read.feature: Verify that the Read method of API will be successful and fetch valid imms event detail"
"passed","Mon Oct 20 15:08:07 GMT 2025","Mon Oct 20 15:08:08 GMT 2025","1618","features.APITests.steps","Create the immunization event for a patient","","","","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date"
"passed","Mon Oct 20 15:08:41 GMT 2025","Mon Oct 20 15:08:43 GMT 2025","1783","features.APITests.steps","Create the immunization event for a patient","","","","Verify that the POST Create API will fail if patient surname is invalid","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid"
"passed","Mon Oct 20 15:08:45 GMT 2025","Mon Oct 20 15:08:46 GMT 2025","1656","features.APITests.steps","Create the immunization event for a patient","","","","Verify that the POST Create API will fail if patient surname is invalid","/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid"
