"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4031","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Dec 12 15:16:26 UTC 2025","failed","Fri Dec 12 15:16:30 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4413","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Dec 12 15:14:52 UTC 2025","passed","Fri Dec 12 15:14:57 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","5119","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Dec 12 15:14:29 UTC 2025","passed","Fri Dec 12 15:14:34 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4617","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Dec 12 15:14:48 UTC 2025","passed","Fri Dec 12 15:14:52 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4486","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Dec 12 15:16:48 UTC 2025","failed","Fri Dec 12 15:16:53 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4238","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Dec 12 15:15:14 UTC 2025","failed","Fri Dec 12 15:15:19 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4138","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Dec 12 15:15:44 UTC 2025","failed","Fri Dec 12 15:15:48 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4077","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Dec 12 15:16:22 UTC 2025","failed","Fri Dec 12 15:16:26 UTC 2025","","Search the immunization of a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4299","Verify that the POST Create API for different vaccine types","features.APITests.steps","Fri Dec 12 15:14:43 UTC 2025","passed","Fri Dec 12 15:14:48 UTC 2025","","Create the immunization event for a patient","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4071","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Fri Dec 12 15:15:31 UTC 2025","failed","Fri Dec 12 15:15:35 UTC 2025","","Search the immunization of a patient","",""
