"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the batch vaccination record will be successful updated by API request","36818","Verify that the batch vaccination record will be successful updated by API request","features.batchTests.Steps","Mon Dec 22 16:02:22 UTC 2025","passed","Mon Dec 22 16:02:59 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","45765","verify that vaccination record will be get rejected if Person nhs number, name and gender is invalid in batch file","features.batchTests.Steps","Mon Dec 22 15:52:01 UTC 2025","passed","Mon Dec 22 15:52:47 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","48309","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Mon Dec 22 15:48:21 UTC 2025","passed","Mon Dec 22 15:49:09 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if expiry_date is invalid in batch file","45140","verify that vaccination record will be get rejected if expiry date is invalid in batch file","features.batchTests.Steps","Mon Dec 22 15:50:36 UTC 2025","passed","Mon Dec 22 15:51:22 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if performer is invalid in batch file","40530","verify that vaccination record will be get successful if performer is invalid in batch file","features.batchTests.Steps","Mon Dec 22 15:52:47 UTC 2025","passed","Mon Dec 22 15:53:27 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","42926","Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","features.batchTests.Steps","Mon Dec 22 16:02:59 UTC 2025","passed","Mon Dec 22 16:03:42 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if non mandatory fields are missing in batch file","66363","verify that vaccination record will be get successful if non mandatory fields are missing in batch file","features.batchTests.Steps","Mon Dec 22 15:57:24 UTC 2025","passed","Mon Dec 22 15:58:31 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","49428","verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","features.batchTests.Steps","Mon Dec 22 15:55:04 UTC 2025","passed","Mon Dec 22 15:55:54 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if action flag has different cases","46427","verify that vaccination record will be get successful if action flag has different cases","features.batchTests.Steps","Mon Dec 22 15:55:54 UTC 2025","passed","Mon Dec 22 15:56:40 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that vaccination record will be get rejected if date_and_time is invalid in batch file","38977","Verify that vaccination record will be get rejected if date and time is invalid in batch file","features.batchTests.Steps","Mon Dec 22 15:49:09 UTC 2025","passed","Mon Dec 22 15:49:48 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Delete immunization event for a patient through batch file","47252","Delete immunization event for a patient through batch file","features.batchTests.Steps","Mon Dec 22 15:58:31 UTC 2025","passed","Mon Dec 22 15:59:18 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the API vaccination record will be successful updated by batch file upload","47978","Verify that the API vaccination record will be successful updated by batch file upload","features.batchTests.Steps","Mon Dec 22 16:01:34 UTC 2025","passed","Mon Dec 22 16:02:22 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","39537","verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","features.batchTests.Steps","Mon Dec 22 15:51:22 UTC 2025","passed","Mon Dec 22 15:52:01 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if recorded_date is invalid in batch file","48560","verify that vaccination record will be get rejected if recorded date is invalid in batch file","features.batchTests.Steps","Mon Dec 22 15:49:48 UTC 2025","passed","Mon Dec 22 15:50:36 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","44242","verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","features.batchTests.Steps","Mon Dec 22 15:56:40 UTC 2025","passed","Mon Dec 22 15:57:24 UTC 2025","","Create the immunization event for a patient through batch file","",""
