"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if performer is invalid in batch file","35221","verify that vaccination record will be get successful if performer is invalid in batch file","features.batchTests.Steps","Wed Dec 31 09:30:33 UTC 2025","passed","Wed Dec 31 09:31:08 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if non mandatory fields are missing in batch file","64175","verify that vaccination record will be get successful if non mandatory fields are missing in batch file","features.batchTests.Steps","Wed Dec 31 09:34:59 UTC 2025","passed","Wed Dec 31 09:36:03 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/delete_batch.feature: Verify that the API vaccination record will be successful deleted and batch file will successful with mandatory field missing","45911","Verify that the API vaccination record will be successful deleted and batch file will successful with mandatory field missing","features.batchTests.Steps","Wed Dec 31 09:37:32 UTC 2025","passed","Wed Dec 31 09:38:17 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","45292","verify that vaccination record will be successful if mandatory field for site, location and unique URI are invalid in batch file","features.batchTests.Steps","Wed Dec 31 09:32:39 UTC 2025","passed","Wed Dec 31 09:33:24 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","44204","verify that vaccination record will be get rejected if non mandatory fields are empty string in batch file","features.batchTests.Steps","Wed Dec 31 09:34:15 UTC 2025","passed","Wed Dec 31 09:34:59 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: Verify that full dataset vaccination record will be created through batch file","58972","Verify that full dataset vaccination record will be created through batch file","features.batchTests.Steps","Wed Dec 31 09:25:19 UTC 2025","passed","Wed Dec 31 09:26:18 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful with different valid value in gender field","46638","verify that vaccination record will be get successful with different valid value in gender field","features.batchTests.Steps","Wed Dec 31 09:31:08 UTC 2025","passed","Wed Dec 31 09:31:54 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get successful if action flag has different cases","50634","verify that vaccination record will be get successful if action flag has different cases","features.batchTests.Steps","Wed Dec 31 09:33:24 UTC 2025","passed","Wed Dec 31 09:34:15 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the API vaccination record will be successful updated by batch file upload","46614","Verify that the API vaccination record will be successful updated by batch file upload","features.batchTests.Steps","Wed Dec 31 09:39:05 UTC 2025","passed","Wed Dec 31 09:39:52 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","44225","verify that vaccination record will be get rejected if Person date of birth is invalid in batch file","features.batchTests.Steps","Wed Dec 31 09:29:09 UTC 2025","passed","Wed Dec 31 09:29:53 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","40435","Verify that the API vaccination record will be successful updated and batch file will fail upload due to mandatory field missing","features.batchTests.Steps","Wed Dec 31 09:40:31 UTC 2025","passed","Wed Dec 31 09:41:11 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/create_batch.feature: verify that vaccination record will be get rejected if expiry_date is invalid in batch file","39305","verify that vaccination record will be get rejected if expiry date is invalid in batch file","features.batchTests.Steps","Wed Dec 31 09:28:30 UTC 2025","passed","Wed Dec 31 09:29:09 UTC 2025","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/imms_fhir_api_automation/imms_fhir_api_automation/features/batchTests/update_batch.feature: Verify that the batch vaccination record will be successful updated by API request","39042","Verify that the batch vaccination record will be successful updated by API request","features.batchTests.Steps","Wed Dec 31 09:39:52 UTC 2025","passed","Wed Dec 31 09:40:31 UTC 2025","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
